637945225303844618;165.7778;6;0;3.5;0.2;2;1596;2.19298245614035;-0.3420197;0.5603072;-0.3117194;0.6003259;0;2.5;0.03710511;2.407518;
637945225354036945;170.7977;6;0;3.5;0.2;2;5020;0.697211155378486;0.6427875;2.266045;0.6251292;2.274932;-0.3420197;0.5603072;-0.3117194;0.6003259;
637945225370144737;172.4079;6;0;3.5;0.2;2;1610;2.17391304347826;-0.8660251;0.9999995;-0.7834415;1.054135;0.6427875;2.266045;0.6251292;2.274932;
637945225385236795;173.9279;6;0;3.5;0.2;2;1520;2.30263157894737;0.9848077;1.673648;0.8891607;1.693791;-0.8660251;0.9999995;-0.7834415;1.054135;
637945225397408945;175.1456;6;0;3.5;0.2;2;1218;2.8735632183908;-0.9848078;1.673648;-1.005613;1.76603;0.9848077;1.673648;0.8891607;1.693791;
637945225412891682;176.6828;6;0;3.5;0.2;2;1537;2.27716330513988;0.8660256;1;0.8311911;1.046484;-0.9848078;1.673648;-1.005613;1.76603;
637945225427889659;178.1828;6;0;3.5;0.2;2;1500;2.33333333333333;-0.6427882;2.266044;-0.5703351;2.236997;0.8660256;1;0.8311911;1.046484;
637945225440872413;179.4807;6;0;3.5;0.2;2;1298;2.69645608628659;0.3420205;0.5603075;0.2610569;0.5213529;-0.6427882;2.266044;-0.5703351;2.236997;
637945225483945389;183.791;6;0;4;0.1;1.4;2686;1.48920327624721;-0.2394138;0.8422151;-0.2380197;0.8152364;0;2.2;0.01205576;2.168406;
637945225494239458;184.831;6;0;4;0.1;1.4;1040;3.84615384615385;0.4499513;2.036231;0.401932;2.039421;-0.2394138;0.8422151;-0.2380197;0.8152364;
637945225509917457;186.3885;6;0;4;0.1;1.4;1557;2.56904303147078;-0.6062176;1.15;-0.5835615;1.176157;0.4499513;2.036231;0.401932;2.039421;
637945225527940644;188.1897;6;0;4;0.1;1.4;1801;2.22098833981122;0.6893654;1.621554;0.6642694;1.605673;-0.6062176;1.15;-0.5835615;1.176157;
637945225541017948;189.4958;6;0;4;0.1;1.4;1306;3.06278713629403;-0.6893655;1.621553;-0.7163856;1.645284;0.6893654;1.621554;0.6642694;1.605673;
637945225554450320;190.8519;6;0;4;0.1;1.4;1306;3.06278713629403;0.6062179;1.15;0.617233;1.138212;-0.6893655;1.621553;-0.7163856;1.645284;
637945225608976146;196.2925;6;0;4;0.1;1.4;5441;0.73515897812902;-0.4499517;2.036231;-0.4113238;2.062837;0.6062179;1.15;0.617233;1.138212;
