637951502520784867;525.8459;4;0;2;0.6;1.8;1699;1.17716303708064;-0.3078177;0.6542765;-0.2407507;0.8943889;0;2.4;0.02990069;2.138124;
637951502675847979;541.3502;4;0;2;0.6;1.8;15504;0.128998968008256;0.5785087;2.18944;0.4369085;2.043847;-0.3078177;0.6542765;-0.2407507;0.8943889;
637951502691944505;542.9598;4;0;2;0.6;1.8;1610;1.24223602484472;-0.7794226;1.05;-0.6823723;1.204438;0.5785087;2.18944;0.4369085;2.043847;
637951502725938283;546.3587;4;0;2;0.6;1.8;3399;0.588408355398647;0.8863269;1.656283;0.58862;1.684391;-0.7794226;1.05;-0.6823723;1.204438;
637951502734341688;547.2054;4;0;2;0.6;1.8;847;2.36127508854782;-0.8863271;1.656283;-0.5932292;1.713694;0.8863269;1.656283;0.58862;1.684391;
637951502749928012;548.7573;4;0;2;0.6;1.8;1552;1.28865979381443;0.779423;1.05;0.6747894;1.211977;-0.8863271;1.656283;-0.5932292;1.713694;
637951502782921382;552.0558;4;0;2;0.6;1.8;3299;0.606244316459533;-0.5785094;2.18944;-0.4453562;1.931052;0.779423;1.05;0.6747894;1.211977;
637951502796026700;553.3663;4;0;2;0.6;1.8;1310;1.52671755725191;0.3078185;0.6542768;0.2824683;0.825212;-0.5785094;2.18944;-0.4453562;1.931052;
637951502920996558;565.8606;4;0;1.5;1.1;2;6997;0.214377590395884;-0.3420197;0.5603072;-0.2410664;1.075579;0;2.5;-0.01171939;2.086321;
637951502933101644;567.0714;4;0;1.5;1.1;2;1211;1.23864574731627;0.6427875;2.266045;0.4638295;1.997134;-0.3420197;0.5603072;-0.2410664;1.075579;
637951502946104400;568.3706;4;0;1.5;1.1;2;1299;1.15473441108545;-0.8660251;0.9999995;-0.5818474;1.292112;0.6427875;2.266045;0.4638295;1.997134;
637951502982093452;571.9689;4;0;1.5;1.1;2;3598;0.416898276820456;0.9848077;1.673648;0.5787937;1.653843;-0.8660251;0.9999995;-0.5818474;1.292112;
637951503008078091;574.5676;4;0;1.5;1.1;2;2599;0.577145055790689;-0.9848078;1.673648;-0.5625866;1.695841;0.9848077;1.673648;0.5787937;1.653843;
637951503019092554;575.6684;4;0;1.5;1.1;2;1101;1.36239782016349;0.8660256;1;0.7332345;1.282729;-0.9848078;1.673648;-0.5625866;1.695841;
637951503029096613;576.6679;4;0;1.5;1.1;2;1000;1.5;-0.6427882;2.266044;-0.2751645;1.887071;0.8660256;1;0.7332345;1.282729;
637951503041071465;577.8663;4;0;1.5;1.1;2;1198;1.25208681135225;0.3420205;0.5603075;0.1975119;1.017937;-0.6427882;2.266044;-0.2751645;1.887071;
637951503067172046;580.476;4;0;2.5;0.3;1.4;1399;1.78699070764832;-0.2394138;0.8422151;-0.2452528;0.9819592;0;2.2;0.0127338;2.098344;
637951503081177725;581.8758;4;0;2.5;0.3;1.4;1400;1.78571428571429;0.4499513;2.036231;0.3727081;2.011336;-0.2394138;0.8422151;-0.2452528;0.9819592;
637951503094223011;583.1799;4;0;2.5;0.3;1.4;1304;1.91717791411043;-0.6062176;1.15;-0.4888219;1.217539;0.4499513;2.036231;0.3727081;2.011336;
637951503106497982;584.4142;4;0;2.5;0.3;1.4;1234;2.0259319286872;0.6893654;1.621554;0.5575462;1.583704;-0.6062176;1.15;-0.4888219;1.217539;
637951503119163117;585.6738;4;0;2.5;0.3;1.4;1260;1.98412698412698;-0.6893655;1.621553;-0.5780596;1.611469;0.6893654;1.621554;0.5575462;1.583704;
637951503134209214;587.1785;4;0;2.5;0.3;1.4;1505;1.66112956810631;0.6062179;1.15;0.4749881;1.092449;-0.6893655;1.621553;-0.5780596;1.611469;
637951503147154465;588.4724;4;0;2.5;0.3;1.4;1294;1.93199381761978;-0.4499517;2.036231;-0.3959593;1.898836;0.6062179;1.15;0.4749881;1.092449;
637951503160259778;589.783;4;0;2.5;0.3;1.4;1311;1.906941266209;0.2394144;0.8422153;0.2429085;0.9602184;-0.4499517;2.036231;-0.3959593;1.898836;
637951503185510024;592.3135;4;0;4;0.1;1.4;1326;3.01659125188537;-0.2394138;0.8422151;-0.2565437;0.8890851;0;2.2;-0.002686873;2.155695;
637951503238241386;597.5793;4;0;4;0.1;1.4;5266;0.759589821496392;0.4499513;2.036231;0.4335544;2.005028;-0.2394138;0.8422151;-0.2565437;0.8890851;
637951503251236655;598.8784;4;0;4;0.1;1.4;1299;3.07929176289453;-0.6062176;1.15;-0.5951996;1.137376;0.4499513;2.036231;0.4335544;2.005028;
637951503328328989;606.586;4;0;4;0.1;1.4;7708;0.518941359626362;0.6893654;1.621554;0.6877638;1.643715;-0.6062176;1.15;-0.5951996;1.137376;
637951503443295588;618.0809;4;0;4;0.1;1.4;11495;0.347977381470204;-0.6893655;1.621553;-0.6641682;1.646645;0.6893654;1.621554;0.6877638;1.643715;
637951503459402118;619.6913;4;0;4;0.1;1.4;1610;2.48447204968944;0.6062179;1.15;0.5612946;1.130393;-0.6893655;1.621553;-0.6641682;1.646645;
637951503479390223;621.6904;4;0;4;0.1;1.4;1999;2.00100050025012;-0.4499517;2.036231;-0.4598192;1.997462;0.6062179;1.15;0.5612946;1.130393;
637951503553370207;629.0869;4;0;4;0.1;1.4;7396;0.540832882639265;0.2394144;0.8422153;0.2223408;0.875404;-0.4499517;2.036231;-0.4598192;1.997462;
637951503590375212;632.7852;4;0;4.5;0.1;2.2;2199;2.04638472032742;-0.3762217;0.4663379;-0.3543034;0.5093182;0;2.6;0.03690181;2.598585;
